2:	17369351
3:	10556049
4:	16891401
5:	17486125
6:	18199744
7:	18199744
8:	17496121
9:	17496121
10:	11889033
11:	11889034
12:	11889034
13:	11889034
14:	10572032
15:	10572032
16:	10572032
17:	10572032
18:	9367433
19:	9367433
20:	17217459
21:	17217459
22:	17217459
23:	17217459
24:	15458645
25:	15458645
26:	17217459
27:	17217459
28:	17217459
29:	17217459
30:	17217459
31:	17217459
32:	17217459
33:	17217459
34:	17217459
35:	17217459
36:	17217459
37:	17217459
38:	17991776
39:	19763177
40:	10330469
41:	17307927
42:	10330469
43:	17307927
44:	10330469
45:	10330469
46:	10330469
47:	10330469
48:	10330469
49:	10330469
50:	10330469
51:	10330469
52:	10330469
53:	10330469
54:	10330469
55:	10330469
56:	10330469
57:	15269331
58:	15842619
60:	10982420
62:	10982420
64:	10982420
66:	10982420
68:	9545225
70:	9545225
71:	9545225
73:	16651654
75:	9545225
76:	9545225
77:	18753285
78:	17355433
79:	17355433
80:	17355433
81:	17355433
82:	17355433
83:	17355433
84:	17611796
85:	17611796
86:	16531500
87:	16531500
88:	16531500
89:	16531500
90:	17209125
91:	14745029
92:	19392685
93:	19392685
94:	19392685
95:	19392685
96:	16617119
97:	16617119
98:	19795213
99:	15849301
100:	15849301
101:	15849301
102:	15849301
103:	15849301
104:	15849301
105:	17028209
106:	17028209
107:	15743447
108:	16495218
109:	15743447
110:	15849301
111:	15849301
112:	15849301
113:	17028209
114:	17028209
115:	17028209
116:	17028209
117:	17028209
118:	17028209
119:	17028209
120:	17028209
121:	17028209
122:	17028209
123:	17028209
124:	17028209
125:	17028209
126:	17028209
127:	17028209
128:	17028209
129:	17028209
130:	17028209
131:	17028209
132:	17028209
133:	17028209
134:	11489187
135:	19097900
136:	19097900
137:	18799658
138:	18487351
139:	18487351
140:	18487351
141:	17253989
142:	17253989
143:	16957774
144:	18591352
145:	18591352
146:	17380304
147:	17380304
148:	17380304
149:	17380304
150:	18178669
151:	18178669
152:	19060218
153:	18786002
154:	18786002
155:	16367964
156:	16367964
157:	17217468
158:	17217468
159:	19629177
160:	18215111
161:	18215111
162:	15574845
163:	15574845
165:	19297586
170:	16891400
171:	16891400
172:	16891400
173:	16891400
174:	16891400
175:	16891400
176:	16891400
177:	16891400
178:	16039640
179:	16039640
180:	17655650
182:	17655650
184:	17655650
185:	17655650
186:	8321287
187:	17655650
188:	17655650
189:	17655650
190:	7704045
191:	16971475
192:	16971475
193:	17655650
195:	17655650
197:	17655650
198:	17655650
199:	17655650
200:	17655650
201:	17586653
202:	16943276
203:	18385129
204:	16299182
205:	19054356
206:	19054356
207:	19054356
208:	19054356
209:	19054356
210:	12805605
211:	7743935
212:	17540573
213:	7743935
214:	7743935
215:	7743935
216:	7743935
217:	16159327
218:	16159327
219:	16159327
220:	7743935
221:	7743935
222:	7743935
223:	7743935
224:	7743935
225:	7743935
226:	7743935
227:	7743935
228:	7743935
229:	17540573
230:	17605755
232:	18467450
234:	15743450
235:	15743450
236:	16126834
237:	14630971
238:	21175885
239:	21175885
240:	21175885
241:	21175885
242:	12897259
243:	18552202
244:	18552202
245:	19064932
246:	19064932
247:	19064932
248:	19064932
249:	18984675
250:	16112663
251:	19666544
252:	19947980
253:	16278345
254:	17485080
255:	17485080
256:	16740662
258:	17885092
260:	19717464
261:	9668132
263:	17351115
265:	16258032
267:	16258032
270:	16258032
272:	16258032
274:	9668132
276:	17172352
277:	17172352
278:	16367962
279:	16367962
280:	17655652
281:	17655652
282:	17655652
283:	17655652
284:	19761445
285:	19223514
286:	19223514
287:	19223514
288:	19223514
289:	17081979
290:	19223514
291:	19223514
292:	19223514
293:	19223514
294:	17081979
295:	16262706
296:	18836040
297:	17617174
298:	17617174
299:	18398686
300:	17617174
301:	14508006
302:	14508006
303:	14508006
304:	17319847
305:	17319847
306:	15486102
307:	16005292
308:	17335514
309:	17335514
310:	17335514
311:	17335514
313:	17566111
315:	17335514
316:	17335514
317:	17335514
318:	8400877
319:	8400877
320:	7630933
322:	7630933
324:	8400877
325:	14563930
326:	14563930
327:	14615593
328:	14615593
329:	17335514
330:	17335514
331:	15486102
332:	11148283
333:	17369351
334:	17369351
335:	21813794
337:	17416636
339:	20811905
340:	18024560
341:	16905136
342:	16489121
343:	16489121
345:	16489121
348:	16489121
350:	16489121
351:	16489121
353:	19906890
355:	16326927
356:	21227935
357:	21227935
358:	18849491
359:	18849491
360:	11487701
361:	11487701
362:	11487701
363:	15894744
364:	11487701
365:	15894744
366:	11487701
367:	11487701
368:	11487701
369:	11487701
370:	11487701
371:	16513634
372:	11487701
373:	11487701
374:	11487701
375:	11487701
376:	11487701
377:	11487701
378:	18052878
380:	18000056
382:	16146519
383:	15618487
384:	16040657
385:	16040657
386:	16169959
387:	15908598
388:	15908598
389:	18612099
390:	19513806
391:	16481625
392:	9003313
393:	16766689
394:	18643985
396:	19805190
398:	17496119
399:	17376809
400:	17376809
401:	17376809
402:	17376809
403:	17376809
404:	17376809
405:	17873096
406:	17873096
407:	17873096
408:	17397506
409:	17397506
410:	18643975
411:	18643975
412:	19763177
413:	16554365
414:	16554365
415:	18484180
416:	12615938
417:	18643972
418:	16553903
419:	19000166
420:	20430763
421:	20460499
422:	20430763
423:	20460499
424:	14615593
425:	14615593
426:	14615593
427:	14615593
428:	14615593
429:	14615593
430:	18612100
431:	18694459
432:	18694459
433:	18849490
434:	18849490
435:	17270011
436:	17270011
437:	17335514
438:	19139039
439:	19763177
440:	9215910
441:	9215910
442:	9215910
443:	17449805
444:	9215910
445:	9215910
446:	9215910
448:	17449805
450:	9215910
451:	9215910
452:	9215910
453:	9215910
454:	9215910
455:	9215910
456:	9215910
457:	17568770
458:	17568770
459:	17568770
460:	17568770
461:	16236729
462:	17355434
463:	19500301
464:	20133880
465:	16460513
466:	16460513
467:	16460513
468:	16460513
469:	16460513
470:	16460513
471:	16460513
472:	16460513
473:	16460513
474:	16460513
475:	16460513
476:	16460513
477:	16460513
478:	18310462
479:	16415207
480:	16210544
481:	16763149
482:	16763149
483:	18381925
484:	22143917
485:	18381925
486:	17114352
487:	17114352
489:	17114352
491:	17114352
492:	17114352
493:	22143917
494:	22143917
495:	19966073
496:	16286448
498:	19244141
500:	16959575
501:	16959575
502:	16959575
503:	8893542
504:	17217459
506:	20374530
508:	15908599
509:	15908599
510:	17435084
511:	17435084
512:	12032094
514:	17627276
516:	17627276
517:	17627276
518:	15773850
519:	15773851
520:	18485060
